//简体繁体差异词语， 不要在第一行增加内容，留给注释用，3846行开始的是从另一个网站下载的，可能有点问题。
//内容格式为：简体+Tab+繁体
双页	兩頁
键盘语言及布局	鍵盤語言及布局
退色效用	褪色效用
λ表达式	λ表式
语言邦定	語言繫結
语言元素	語言元件
语言标识符	語言識別符
套锁工具	套索工具
启活	發動
前导位	前導位元組
导入轨	導入軌
导出轨	導出軌
最低有效位	最低有效位元組
左边界	左邊限
左连接	左外部聯結
合法声明	法律聲明
词汇分析器	語彙分析器
词汇范围	語彙範圍
词汇空间	語彙空間
库管理员	程式庫管理者
许可	授權
许可证协定	授權合約
寿命	生命期
轻微模糊	輕微模糊化
行覆盖	行涵蓋範圍
行尾	行尾結束
换行符	行分隔符
隔行	跳行
隔行字符	跳行字元
行模式	行模式
行模式浏览器	行模式瀏覽器
链接要求	鏈結規格
基础链接	連結基礎
链接项目	連結項目
链接样式工作表	連結式樣工作表
链接表管理器	連結表管理者
链接与嵌入	連結與嵌入
链接元素	連結元件
链接库	連結程式庫
链接条	連結列
内核	核心
列出帮助主题	列出協助主題
列表视图控件	列表檢視控制
列表框控件	列表方塊控制
收听模式	收聽模式
收听者应用	收聽者應用
文字	字面文字
文字常数	字面文字常數
载入有效位指令	載入有效位址指令
负载因素	負載因數
按需载入	視需要載入
本地拷贝目录	本地副本目錄
本地文件	本機檔案
本地命名	本地名稱
本地对象	區域物件
本地远端程序呼叫	本地遠端程序呼叫
本地范围	區域範圍
本地WEB应用	本地網站應用
本地WEB服务器	本地網站伺服器
本地环境标识符	本地環境識別符
锁定模式	鎖定模式
锁定形式	鎖定型式
逻辑差错	邏輯錯誤
逻辑连接	邏輯連接
逻辑坐标系统	邏輯座標系統
厂指针	長指標
查找	查找
查找表	查找表
循环构造	迴圈構造
循环干扰	迴路干擾
循环最佳化	迴圈最佳化
松耦合	鬆散耦合
损失	漏失
重要损失	重要漏失
无损压缩	無漏失壓縮
有损压缩	漏失壓縮
低功耗	低功率消耗
宏扩充	巨集展開
魔棒工具	魔術棒工具
邮件服务器	郵件伺服器
邮件系统	郵件系統
邮箱	信箱
邮递清单	郵寄名單
主应用窗口	主應用視窗
主窗口	主框架視窗
主存储器	主記憶體
主消息循环	主訊息迴圈
维护程序	維護用公用程式
制作插件	製作增益功能
制作备份	製作副本/備份
管理语义	管理語意
手动配置	手動組態設定
多对多联系	多對多關係
映射文件	對映檔案
映射网络	對映網路
映射网络驱动器	對映網路磁碟機
映射网络资源	對映網路資源
标记声明	標示宣告
置标模型	標示模型
跑马灯控件	跑馬燈控制
屏蔽位图	遮罩點陣圖
屏蔽层	遮罩層
屏蔽区	遮罩區
屏蔽编辑控件	被遮罩編輯控制
大量存储设备	大量儲存裝置
匹配大小写	大小寫符合
前缀匹配	前綴符合
子字符串匹配	子字串符合
仅限全字匹配	僅限全字拼寫符合
调色板	色版
最大化按钮	最大化按鈕
最大化窗口	最大化視窗
最大位数每秒	最大每秒位元組數
最大错误数	最大錯誤量
多媒体控件界面	多媒體控制介面
多文档界面	多重文件介面 
被测事件	被測量事件
中度模糊	中度模糊化
成员存取操作	成員存取運算子
成员函数	成員函數
成员初始化列表	成員初始化表列
成员形式	成員型式
备忘录	備忘
内存分配	記憶體配置
内存块	記憶體區塊
内存高速缓存基础物体	記憶體快取基底物件
内存布局	記憶布局
内存泄露	記憶漏失
存储器模型	記憶模型
内存使用差异	記憶使用差異
启动选单	選單啟動
选单条	選單列
选单控件	選單控制
选单项	選單項目
选单编号	選單號碼
选单编程	選單程式集
选单项目识别符	選單項目識別符
消息框	訊息方塊
消息断点	訊息中斷點
消息交换样式	訊息交換型樣
消息处理器	訊息處置器
消息处理	訊息處置器
消息头	訊息標頭
消息循环	訊息迴圈
消息可靠性	訊息可靠度
消息发送者	訊息發送者
消息处理函数	訊息處置函數
消息映射入口	訊息對映項
信息应用编程接口	應用程式開發傳訊介面
元数据	後設資料
仪表控件	計量表控制
毫秒每桢	每框毫秒數
小型转储	小型傾印
最小重建	最少重建
厘米	釐米
次版本号码	次要版本號碼
镜像列表	鏡像表列
镜像站点	鏡射網站
丢失	遺失
模型邦定表达式	模型繫結表示式
模型项目	模型項目
模型项目属性	模型項目性質
非模态	無模式
非模块形式	無模式形式
建模语言	塑模語言
调制解调器连接	數據機連接
等间距字型	等寬字型
月历控件	月曆控制
主题资源管理器	主題資源管理者
主题窗口管理器	主題視窗管理者
移动指南	移動指引
鼠标指针通知	滑鼠指標告知
鼠标目标	滑鼠目標
移动文件夹	移動資料夾
电影识别标签	電影識別符標籤
分秒桢位置	分秒框位置
多重会话	多重會談
多位字符集	多位元組字元集
多位编码页	多位元組碼頁
组播	多播
多语言	多語文
多行编辑控件	多行編輯控制
多语言	多語文
多链路连接	多重連結鍊結
多文档界面	多重文件介面
多文档类型	多重文件型式
多文件	多重檔案
多选	多重選擇
多行编辑控件	多行編輯控制
多选列表框	多重選擇表列方塊
复用器	多工器
多用途的网际邮件扩充协议	多用途網際網路郵件延伸
多线程	多重執行緒
多重视图	多重檢視
互斥物体	互斥物件
命名变量	具名引數
命名书签	具名書籤
命名类别	具名類別
命名参数	具名參數
命名许可集合	具名許可集合
命名管道	具名管道
命名序列	具名序列
名称空间污染	名稱空間污染
命名规定	命名規約
本原音频	原生音訊
本原编译器	原生編譯器
本原数据	原生資料
本原错误	原生錯誤
自然	本質
导航列图象	導覽列影像
导航	導覽
向后导航	向後導覽
向前导航	向前導覽
导航条	導覽列
导航机制	導覽機制
导航结构	導覽結構
嵌套	巢套
网络新闻传输协议	網路新聞
网络新闻传输协议	網路新聞傳送協定
网络适配器	網路配接器
网络地址转译	網址轉譯
网络字节序	網路位元組次序
网络连接	網路連接
网络组件	網路組件
正常拖拽	正常拖曳
正常初始化	正常起始
规范文字	規範的文字
通知信息	通知訊息
通知服务	通知服務
通知	通知
稍微增加宽度	微增寬度
稍微上调	向上微調
空语句	空敘述
每像素位数	每像素位元數
帧数	框數
每块帧数	每區塊框數
流数	串流數
初始帧数	初始框數
数值表达式	數值表示式
数字小键盘	數字鍵台
对象表达式	物件表示式
对象层次	物件階層
目标模块	物件模組
对象模型格式	物件模組格式
对象向导	物件導向
对象类型	物件型式
对象视图	物件檢視器
面向对象的设计	物件導向設計
离线发布	離線發行
操作中处理	運作中
一对多联系	一對多關係
一对一联系	一對一關係
屏上键盘	螢幕鍵盤
开启独占权限	開啟獨佔權限
开发软件基金会	開放軟體基金會
开口标签	開頭標籤
操作码	操作碼
运算符前置	運算子居先
开放式并行	開放式並行
选项参数	選擇性引數
选项行为	選擇性行為
选项特征	選擇性特徵
序数索引值	循序索引值
外部连接	外部聯合
外部类型	外部型式
外部高亮度	外部高亮度
外部样式	在外樣式
输出界面	輸出介面
输出单精度	輸出精準度
输出流	輸出串流
外部程序	外部程序
外部区域	外部區域
覆盖图片	覆蓋影像
覆盖模式	覆蓋模式
覆盖字幕	覆蓋字幕
过载解析	超載解析
重载函数	重載函數
重载运算符	重載運算子
重载集合	重載集合
概况	概觀
复写	覆寫
打包向导	封裝精靈
打包	封包
打包整合	封包整合
打包交换	封包交換
打包写入	封包寫入
填充区域	填補區塊
填充粒度	填補粒度
关闭填充	關閉填補
开启填充	開啟填補
页设计者	網頁設計者
页错误差异	分頁錯誤差異
页文件位组	分頁檔案位元組
页面视图	頁面閱覽
调色板映射	色盤對映
调色板设定	色盤設定
面板设置	面板組合
段落分隔符	段落分隔符
参数块	參數區塊
参数前缀	參數前置
参数后缀	參數後置
参数实体参考	參數實體參照
父类	上層類別
上级目录	上層目錄
上级文件类型	上層文件型式
上级表单	上層表單
上级项目	上層項目
上级选单	上層選單
上级对象	上層物件
上级页面	上層頁面
上级程序	上層程序
上级表	上層表
父窗口	上層視窗
父子关系	親子關係
奇偶标志	同位旗標
解析影射	剖析對映
已解析字符数据	已剖析字元資料
以解析实体	已剖析實體
解析器	剖析器
先行解析错误	先行剖析錯誤
解析	剖析
局部理解	部分理解
地址传递	按址傳遞
参考传递	按參考傳遞
值传递	按值傳遞
被动模式	被動模式
粘贴为	貼上成為
路径名	路徑名稱
样式匹配	型樣匹配
样式字符串	型樣字串
峰值分页文件位	峰值分頁檔案位元組
峰值虚拟位	峰值虛擬位元組
对等网络	點對點網路
搁置项目	擱置項目
周边	週邊
周边组建互连	週邊組件連接
周边设备	週邊裝置
固存	永久儲存器
保存	保存
固存	永續儲存器
假性目标	假性目標
物理笔刷	實體筆刷
物理设备	實體裝置
物理字型	實體字型
图片框	圖片方塊
图片渲染	圖片渲染
互联网络内容选择平台	網路內容篩選平台
插件	外掛
口袋书	口袋書
数据成言指针	資料成員指標
成员函数指针	成員函數指標
指针类型	指標型式
多边形模式	多邊形模式
多边形填充模式	多邊形填滿模式
端口	埠
端口名	埠名稱
端口号	埠號碼
便携式	可攜式
部分	部份
节能模式	節能模式
实践	實務
精确游标	精確游標
预定义	預先定義
断言	述詞
前缀符号	前置記法
预连接	預先連結
预处理	前置處理
预处理器	前置處理器
打印管理器	列印管理者
打印	列印成品
私钥	私密金鑰
私有变量	私用變數
过程ID	程序識別
产品Key	產品金鑰
产能组件	產能組件
可编程的	可程式化
程序ID	程式設計識別
程序员	程式設計師
放映机	投影機
属性定义	性質定義
原形	原型
代理商	供應商代理
虚拟列	虛擬行
公开识别符	公開識別符
公钥	公開金鑰
公钥密码学	公開金鑰密碼學
公用物体	公用物件
公共在线论坛	線上公共論壇
公用程序	公用程序
公共用户	公用使用者
质量保证测试套件	品質保證
排队	佇列
排队传真	佇列傳真
排队名称	佇列名稱
快速启动	快速開啟
快速记录	快速錄製
快速审查	快速檢視
快速擦除	快速抹除
引号识别符	引號識別符
突起浮雕	凸起浮雕
随机水平条	隨機水平線條
随机垂直条	隨機垂直線條
随机数	亂數
随机列表	隨機表列
随机数产生器	亂數產生器
快速应用开发	快速應用程式開發 
光栅字型	點陣字型
光栅格	柵格化
预读取缓冲区	預先讀取緩衝區
说明	讀我檔案
真实模式	真實模式
记录分隔符	記錄分隔符號
记录字段交换	記錄欄位交換
记录审查	記錄檢視
录音机	記錄器
矩形坐标	矩形座標
递归	遞迴
刷新速率	重整速率
区域	區域
寄存器存储类别	暫存器儲存類別
寄存器变量	暫存器變數
寄存器窗口	暫存器視窗
正则表达式	正規表示式
正则表达式对象	正規表示式物件
关系	關係
关系数据库	關聯式資料庫
关系运算符	關聯式運算子
相对连接	相對連結
相对区域	相對磁區
远程程序呼叫	遠端程序呼叫
远程侦测	遠端感測
重复	重複
重复次数	重複次數
回复	回覆
回复地址	回覆位址
仓库	儲存庫
仓库引擎	儲存庫引擎
废除推荐	廢止推薦標準
保留区域	保留區
资源标识符	資源識別符
资源项目	資源項目
资源类型	資源型式
资源察看	資源檢視
返回地址	回傳 回傳碼
返回类型	回傳型式
返回值	回傳值
反向文件顺序	反向文件次序
反向递增搜索	反向遞增搜尋
反向慢速	慢速反向播放
撤销	撤銷
右边界	右邊界
行指针	列指標
运行时间	運行時間
运行时	運行時
运行时	運行時間
运行时间类型信息	運行時間型式資訊
仅限运行时	僅限運行時間
安全	安全的
安全区域	安全區域
取样深度缩放	樣本深度縮放
取样大小	樣本大小
方案保存为	方案另存為
选取区域另存为	選取區另存為
可缩放	可縮放性
扫描码	掃描碼
日程	排程
结构描述设计	結構描述設計工具
屏幕坐标	螢幕座標
记录员	會議記錄員
滚动快	捲動方塊
滚动条	捲軸
无线连接	無接縫聯結
搜索条件	搜尋條件
搜索准则	搜尋準則
搜索次序	搜尋次序
搜索结果	搜尋結果
搜索目标	搜尋目標
切割	正割
次要依赖信息	次要相依資訊
次要界面	次要介面
安全警告	安全警告
安全标识符	安全識別符
安全支持提供者接口	安全支援提供者介面
亦参见	亦參照
反向选择	反相選取
自解压的	自我解壓縮
在连接	自我聯結
语义WEB	語意網
语义透明	語意透明
语义	語意
发送	發送
重新发送	重新發送
移到下层	移到最下層
发送至浏览器	送至瀏覽器
可发送	可發送
发送者	發送者
敏感性	敏感度
传感器	感測器
分隔字符	分隔符字元
有序的	循序
有序容器	循序容器
有序导航	循序導航
有序评估运算符	循序評估運算子
序列界面	序列介面
串口	序列埠
串行传输层	序列傳輸層
服务器管理器	伺服器總管
服务器扩充	伺服器擴充功能
服务器段组件	伺服器端元件
服务组件	服務組件
服务接口	服務介面
服务语义	服務語意
会话ID	區段識別碼
会话名称	區段名稱
会话对象	區段物件
设为默认值	設成預設值
设定光盘跳	設定光碟跳躍
设定连接	設定連結
设定选单连接	設定選單連結
设定打印机字体	設定印表機字型
设定返回到选单	設定返回到選單
设定电源方案	電源方案設定
设制完成	設定完成
阴影复制	表層複製
